Time,Eye contact,Synchrony shift,Section
00:00:01:762,0,0,1
00:00:01:779,0,0,1
00:00:01:796,0,0,1
00:00:01:813,0,0,1
00:00:01:830,0,0,1
00:00:01:847,0,0,1
00:00:01:864,0,0,1
00:00:01:881,0,0,1
00:00:01:898,0,0,1
00:00:01:915,0,0,1
00:00:01:932,0,0,1
00:00:01:949,0,0,1
00:00:01:966,0,0,1
00:00:01:983,0,0,1
00:00:02:000,0,0,1
00:00:02:017,0,0,1
00:00:02:034,0,0,1
00:00:02:050,0,0,1
00:00:02:067,0,0,1
00:00:02:084,0,0,1
00:00:02:101,0,0,1
00:00:02:118,0,0,1
00:00:02:135,0,0,1
00:00:02:152,0,0,1
00:00:02:169,0,0,1
00:00:02:186,0,0,1
00:00:02:203,0,0,1
00:00:02:220,0,0,1
00:00:02:237,0,0,1
00:00:02:254,0,0,1
00:00:02:271,0,0,1
00:00:02:288,0,0,1
00:00:02:305,0,0,1
00:00:02:322,0,0,1
00:00:02:339,0,0,1
00:00:02:356,0,0,1
00:00:02:373,0,0,1
00:00:02:389,0,0,1
00:00:02:406,0,0,1
00:00:02:423,0,0,1
00:00:02:440,0,0,1
00:00:02:457,0,0,1
00:00:02:474,0,0,1
00:00:02:491,0,0,1
00:00:02:508,0,0,1
00:00:02:525,0,0,1
00:00:02:542,0,0,1
00:00:02:559,0,0,1
00:00:02:576,0,0,1
00:00:02:593,0,0,1
00:00:02:610,0,0,1
00:00:02:627,0,0,1
00:00:02:644,0,0,1
00:00:02:661,0,0,1
00:00:02:678,0,0,1
00:00:02:695,0,0,1
00:00:02:712,0,0,1
00:00:02:728,0,0,1
00:00:02:745,0,0,1
00:00:02:762,0,0,1
00:00:02:779,0,0,1
00:00:02:796,0,0,1
00:00:02:813,0,0,1
00:00:02:830,0,0,1
00:00:02:847,0,0,1
00:00:02:864,0,0,1
00:00:02:881,0,0,1
00:00:02:898,0,0,1
00:00:02:915,0,0,1
00:00:02:932,0,0,1
00:00:02:949,0,0,1
00:00:02:966,0,0,1
00:00:02:983,0,0,1
00:00:03:000,0,0,1
00:00:03:017,0,0,1
00:00:03:034,0,0,1
00:00:03:051,0,0,1
00:00:03:067,0,0,1
00:00:03:084,0,0,1
00:00:03:101,0,0,1
00:00:03:118,0,0,1
00:00:03:135,0,0,1
00:00:03:152,0,0,1
00:00:03:169,0,0,1
00:00:03:186,0,0,1
00:00:03:203,0,0,1
00:00:03:220,0,0,1
00:00:03:237,0,0,1
00:00:03:254,0,0,1
00:00:03:271,0,0,1
00:00:03:288,0,0,1
00:00:03:305,0,0,1
00:00:03:322,0,0,1
00:00:03:339,0,0,1
00:00:03:356,0,0,1
00:00:03:373,0,0,1
00:00:03:390,0,0,1
00:00:03:406,0,0,1
00:00:03:423,0,0,1
00:00:03:440,0,0,1
00:00:03:457,0,0,1
00:00:03:474,0,0,1
00:00:03:491,0,0,1
00:00:03:508,0,0,1
00:00:03:525,0,0,1
00:00:03:542,0,0,1
00:00:03:559,0,0,1
00:00:03:576,0,0,1
00:00:03:593,0,0,1
00:00:03:610,0,0,1
00:00:03:627,0,0,1
00:00:03:644,0,0,1
00:00:03:661,0,0,1
00:00:03:678,0,0,1
00:00:03:695,0,0,1
00:00:03:712,0,0,1
00:00:03:729,0,0,1
00:00:03:745,0,0,1
00:00:03:762,0,0,1
00:00:03:779,0,0,1
00:00:03:796,0,0,1
00:00:03:813,0,0,1
00:00:03:830,0,0,1
00:00:03:847,0,0,1
00:00:03:864,0,0,1
00:00:03:881,0,0,1
00:00:03:898,0,0,1
00:00:03:915,0,0,1
00:00:03:932,0,0,1
00:00:03:949,0,0,1
00:00:03:966,0,0,1
00:00:03:983,0,0,1
00:00:04:000,0,0,1
00:00:04:017,0,0,1
00:00:04:034,0,0,1
00:00:04:051,0,0,1
00:00:04:068,0,0,1
00:00:04:084,0,0,1
00:00:04:101,0,0,1
00:00:04:118,0,0,1
00:00:04:135,0,0,1
00:00:04:152,0,0,1
00:00:04:169,0,0,1
00:00:04:186,0,0,1
00:00:04:203,0,0,1
00:00:04:220,0,0,1
00:00:04:237,0,0,1
00:00:04:254,0,0,1
00:00:04:271,0,0,1
00:00:04:288,0,0,1
00:00:04:305,0,0,1
00:00:04:322,0,0,1
00:00:04:339,0,0,1
00:00:04:356,0,0,1
00:00:04:373,0,0,1
00:00:04:390,0,0,1
00:00:04:407,0,0,1
00:00:04:423,0,0,1
00:00:04:440,0,0,1
00:00:04:457,0,0,1
00:00:04:474,0,0,1
00:00:04:491,0,0,1
00:00:04:508,0,0,1
00:00:04:525,0,0,1
00:00:04:542,0,0,1
00:00:04:559,0,0,1
00:00:04:576,0,0,1
00:00:04:593,0,0,1
00:00:04:610,0,0,1
00:00:04:627,0,0,1
00:00:04:644,0,0,1
00:00:04:661,0,0,1
00:00:04:678,0,0,1
00:00:04:695,0,0,1
00:00:04:712,0,0,1
00:00:04:729,0,0,1
00:00:04:746,0,0,1
00:00:04:762,0,0,1
00:00:04:779,0,0,1
00:00:04:796,0,0,1
00:00:04:813,0,0,1
00:00:04:830,0,0,1
00:00:04:847,0,0,1
00:00:04:864,0,0,1
00:00:04:881,0,0,1
00:00:04:898,0,0,1
00:00:04:915,0,0,1
00:00:04:932,0,0,1
00:00:04:949,0,0,1
00:00:04:966,0,0,1
00:00:04:983,0,0,1
00:00:05:000,0,0,1
00:00:05:017,0,0,1
00:00:05:034,0,0,1
00:00:05:051,0,0,1
00:00:05:068,0,0,1
00:00:05:085,0,0,1
00:00:05:101,0,0,1
00:00:05:118,0,0,1
00:00:05:135,0,0,1
00:00:05:152,0,0,1
00:00:05:169,0,0,1
00:00:05:186,0,0,1
00:00:05:203,0,0,1
00:00:05:220,0,0,1
00:00:05:237,0,0,1
00:00:05:254,0,0,1
00:00:05:271,0,0,1
00:00:05:288,0,0,1
00:00:05:305,0,0,1
00:00:05:322,0,0,1
00:00:05:339,0,0,1
00:00:05:356,0,0,1
00:00:05:373,0,0,1
00:00:05:390,0,0,1
00:00:05:407,0,0,1
00:00:05:424,0,0,1
00:00:05:440,0,0,1
00:00:05:457,0,0,1
00:00:05:474,0,0,1
00:00:05:491,0,0,1
00:00:05:508,0,0,1
00:00:05:525,0,0,1
00:00:05:542,0,0,1
00:00:05:559,0,0,1
00:00:05:576,0,0,1
00:00:05:593,0,0,1
00:00:05:610,0,0,1
00:00:05:627,0,0,1
00:00:05:644,0,0,1
00:00:05:661,0,0,1
00:00:05:678,0,0,1
00:00:05:695,0,0,1
00:00:05:712,0,0,1
00:00:05:729,0,0,1
00:00:05:746,0,0,1
00:00:05:763,0,0,1
00:00:05:779,0,0,1
00:00:05:796,0,0,1
00:00:05:813,0,0,1
00:00:05:830,0,0,1
00:00:05:847,0,0,1
00:00:05:864,0,0,1
00:00:05:881,0,0,1
00:00:05:898,0,0,1
00:00:05:915,0,0,1
00:00:05:932,0,0,1
00:00:05:949,0,0,1
00:00:05:966,0,0,1
00:00:05:983,0,0,1
00:00:06:000,0,0,1
00:00:06:017,0,0,1
00:00:06:034,0,0,1
00:00:06:051,0,0,1
00:00:06:068,0,0,1
00:00:06:085,0,0,1
00:00:06:102,0,0,1
00:00:06:118,0,0,1
00:00:06:135,0,0,1
00:00:06:152,0,0,1
00:00:06:169,0,0,1
00:00:06:186,0,0,1
00:00:06:203,0,0,1
00:00:06:220,0,0,1
00:00:06:237,0,0,1
00:00:06:254,0,0,1
00:00:06:271,0,0,1
00:00:06:288,0,0,1
00:00:06:305,0,0,1
00:00:06:322,0,0,1
00:00:06:339,0,0,1
00:00:06:356,0,0,1
00:00:06:373,0,0,1
00:00:06:390,0,0,1
00:00:06:407,0,0,1
00:00:06:424,0,0,1
00:00:06:441,0,0,1
00:00:06:457,0,0,1
00:00:06:474,0,0,1
00:00:06:491,0,0,1
00:00:06:508,0,0,1
00:00:06:525,0,0,1
00:00:06:542,0,0,1
00:00:06:559,0,0,1
00:00:06:576,0,0,1
00:00:06:593,0,0,1
00:00:06:610,0,0,1
00:00:06:627,0,0,1
00:00:06:644,0,0,1
00:00:06:661,0,0,1
00:00:06:678,0,0,1
00:00:06:695,0,0,1
00:00:06:712,0,0,1
00:00:06:729,0,0,1
00:00:06:746,0,0,1
00:00:06:763,0,0,1
00:00:06:780,0,0,1
00:00:06:796,0,0,1
00:00:06:813,0,0,1
00:00:06:830,0,0,1
00:00:06:847,0,0,1
00:00:06:864,0,0,1
00:00:06:881,0,0,1
00:00:06:898,0,0,1
00:00:06:915,0,0,1
00:00:06:932,0,0,1
00:00:06:949,0,0,1
00:00:06:966,0,0,1
00:00:06:983,0,0,1
00:00:07:000,0,0,1
00:00:07:017,0,0,1
00:00:07:034,0,0,1
00:00:07:051,0,0,1
00:00:07:068,0,0,1
00:00:07:085,0,0,1
00:00:07:102,0,0,1
00:00:07:119,0,0,1
00:00:07:135,0,0,1
00:00:07:152,0,0,1
00:00:07:169,0,0,1
00:00:07:186,0,0,1
00:00:07:203,0,0,1
00:00:07:220,0,0,1
00:00:07:237,0,0,1
00:00:07:254,0,0,1
00:00:07:271,0,0,1
00:00:07:288,0,0,1
00:00:07:305,0,0,1
00:00:07:322,0,0,1
00:00:07:339,0,0,1
00:00:07:356,0,0,1
00:00:07:373,0,0,1
00:00:07:390,0,0,1
00:00:07:407,0,0,1
00:00:07:424,0,0,1
00:00:07:441,0,0,1
00:00:07:458,0,0,1
00:00:07:474,0,0,1
00:00:07:491,0,0,1
00:00:07:508,0,0,1
00:00:07:525,0,0,1
00:00:07:542,0,0,1
00:00:07:559,0,0,1
00:00:07:576,0,0,1
00:00:07:593,0,0,1
00:00:07:610,0,0,1
00:00:07:627,0,0,1
00:00:07:644,0,0,1
00:00:07:661,0,0,1
00:00:07:678,0,0,1
00:00:07:695,0,0,1
00:00:07:712,0,0,1
00:00:07:729,0,0,1
00:00:07:746,0,0,1
00:00:07:763,0,0,1
00:00:07:780,0,0,1
00:00:07:797,0,0,1
00:00:07:813,0,0,1
00:00:07:830,0,0,1
00:00:07:847,0,0,1
00:00:07:864,0,0,1
00:00:07:881,0,0,1
00:00:07:898,0,0,1
00:00:07:915,0,0,1
00:00:07:932,0,0,1
00:00:07:949,0,0,1
00:00:07:966,0,0,1
00:00:07:983,0,0,1
00:00:08:000,0,0,1
00:00:08:017,0,0,1
00:00:08:034,0,0,1
00:00:08:051,0,0,1
00:00:08:068,0,0,1
00:00:08:085,0,0,1
00:00:08:102,0,0,1
00:00:08:119,0,0,1
00:00:08:136,0,0,1
00:00:08:152,0,0,1
00:00:08:169,0,0,1
00:00:08:186,0,0,1
00:00:08:203,0,0,1
00:00:08:220,0,0,1
00:00:08:237,0,0,1
00:00:08:254,0,0,1
00:00:08:271,0,0,1
00:00:08:288,0,0,1
00:00:08:305,0,0,1
00:00:08:322,0,0,1
00:00:08:339,0,0,1
00:00:08:356,0,0,1
00:00:08:373,0,0,1
00:00:08:390,0,0,1
00:00:08:407,0,0,1
00:00:08:424,0,0,1
00:00:08:441,0,0,1
00:00:08:458,0,0,1
00:00:08:475,0,0,1
00:00:08:491,0,0,1
00:00:08:508,0,0,1
00:00:08:525,0,0,1
00:00:08:542,0,0,1
00:00:08:559,0,0,1
00:00:08:576,0,0,1
00:00:08:593,0,0,1
00:00:08:610,0,0,1
00:00:08:627,0,0,1
00:00:08:644,0,0,1
00:00:08:661,0,0,1
00:00:08:678,0,0,1
00:00:08:695,0,0,1
00:00:08:712,0,0,1
00:00:08:729,0,0,1
00:00:08:746,0,0,1
00:00:08:763,0,0,1
00:00:08:780,0,0,1
00:00:08:797,0,0,1
00:00:08:814,0,0,1
00:00:08:830,0,0,1
00:00:08:847,0,0,1
00:00:08:864,0,0,1
00:00:08:881,0,0,1
00:00:08:898,0,0,1
00:00:08:915,0,0,1
00:00:08:932,0,0,1
00:00:08:949,0,0,1
00:00:08:966,0,0,1
00:00:08:983,0,0,1
00:00:09:000,0,0,1
00:00:09:017,0,0,1
00:00:09:034,0,0,1
00:00:09:051,0,0,1
00:00:09:068,0,0,1
00:00:09:085,0,0,1
00:00:09:102,0,0,1
00:00:09:119,0,0,1
00:00:09:136,0,0,1
00:00:09:153,0,0,1
00:00:09:169,0,0,1
00:00:09:186,0,0,1
00:00:09:203,0,0,1
00:00:09:220,0,0,1
00:00:09:237,0,0,1
00:00:09:254,0,0,1
00:00:09:271,0,0,1
00:00:09:288,0,0,1
00:00:09:305,0,0,1
00:00:09:322,0,0,1
00:00:09:339,0,0,1
00:00:09:356,0,0,1
00:00:09:373,0,0,1
00:00:09:390,0,0,1
00:00:09:407,0,0,1
00:00:09:424,0,0,1
00:00:09:441,0,0,1
00:00:09:458,0,0,1
00:00:09:475,0,0,1
00:00:09:492,0,0,1
00:00:09:508,0,0,1
00:00:09:525,0,0,1
00:00:09:542,0,0,1
00:00:09:559,0,0,1
00:00:09:576,0,0,1
00:00:09:593,0,0,1
00:00:09:610,0,0,1
00:00:09:627,0,0,1
00:00:09:644,0,0,1
00:00:09:661,0,0,1
00:00:09:678,0,0,1
00:00:09:695,0,0,1
00:00:09:712,0,0,1
00:00:09:729,0,0,1
00:00:09:746,0,0,1
00:00:09:763,0,0,1
00:00:09:780,0,0,1
00:00:09:797,0,0,1
00:00:09:814,0,0,1
00:00:09:831,0,0,1
00:00:09:847,0,0,1
00:00:09:864,0,0,1
00:00:09:881,0,0,1
00:00:09:898,0,0,1
00:00:09:915,0,0,1
00:00:09:932,0,0,1
00:00:09:949,0,0,1
00:00:09:966,0,0,1
00:00:09:983,0,0,1
00:00:10:000,0,0,1
00:00:10:017,0,0,1
00:00:10:034,0,0,1
00:00:10:051,0,0,1
00:00:10:068,0,0,1
00:00:10:085,0,0,1
00:00:10:102,0,0,1
00:00:10:119,0,0,1
00:00:10:136,0,0,1
00:00:10:153,0,0,1
00:00:10:170,0,0,1
00:00:10:186,0,0,1
00:00:10:203,0,0,1
00:00:10:220,0,0,1
00:00:10:237,0,0,1
00:00:10:254,0,0,1
00:00:10:271,0,0,1
00:00:10:288,0,0,1
00:00:10:305,0,0,1
00:00:10:322,0,0,1
00:00:10:339,0,0,1
00:00:10:356,0,0,1
00:00:10:373,0,0,1
00:00:10:390,0,0,1
00:00:10:407,0,0,1
00:00:10:424,0,0,1
00:00:10:441,0,0,1
00:00:10:458,0,0,1
00:00:10:475,0,0,1
00:00:10:492,0,0,1
00:00:10:509,0,0,1
00:00:10:525,0,0,1
00:00:10:542,0,0,1
00:00:10:559,0,0,1
00:00:10:576,0,0,1
00:00:10:593,0,0,1
00:00:10:610,0,0,1
00:00:10:627,0,0,1
00:00:10:644,0,0,1
00:00:10:661,0,0,1
00:00:10:678,0,0,1
00:00:10:695,0,0,1
00:00:10:712,0,0,1
00:00:10:729,0,0,1
00:00:10:746,0,0,1
00:00:10:763,0,0,1
00:00:10:780,0,0,1
00:00:10:797,0,0,1
00:00:10:814,0,0,1
00:00:10:831,0,0,1
00:00:10:848,0,0,1
00:00:10:864,0,0,1
00:00:10:881,0,0,1
00:00:10:898,0,0,1
00:00:10:915,0,0,1
00:00:10:932,0,0,1
00:00:10:949,0,0,1
00:00:10:966,0,0,1
00:00:10:983,0,0,1
00:00:11:000,0,0,1
00:00:11:017,0,0,1
00:00:11:034,0,0,1
00:00:11:051,0,0,1
00:00:11:068,0,0,1
00:00:11:085,0,0,1
00:00:11:102,0,0,1
00:00:11:119,0,0,1
00:00:11:136,0,0,1
00:00:11:153,0,0,1
00:00:11:170,0,0,1
00:00:11:187,0,0,1
00:00:11:203,0,0,1
00:00:11:220,0,0,1
00:00:11:237,0,0,1
00:00:11:254,0,0,1
00:00:11:271,0,0,1
00:00:11:288,0,0,1
00:00:11:305,0,0,1
00:00:11:322,0,0,1
00:00:11:339,0,0,1
00:00:11:356,0,0,1
00:00:11:373,0,0,1
00:00:11:390,0,0,1
00:00:11:407,0,0,1
00:00:11:424,0,0,1
00:00:11:441,0,0,1
00:00:11:458,0,0,1
00:00:11:475,0,0,1
00:00:11:492,0,0,1
00:00:11:509,0,0,1
00:00:11:526,0,0,1
00:00:11:542,0,0,1
00:00:11:559,0,0,1
00:00:11:576,0,0,1
00:00:11:593,0,0,1
00:00:11:610,0,0,1
00:00:11:627,0,0,1
00:00:11:644,0,0,1
00:00:11:661,0,0,1
00:00:11:678,0,0,1
00:00:11:695,0,0,1
00:00:11:712,0,0,1
00:00:11:729,0,0,1
00:00:11:746,0,0,1
00:00:11:763,0,0,1
00:00:11:780,0,0,1
00:00:11:797,0,0,1
00:00:11:814,0,0,1
00:00:11:831,0,0,1
00:00:11:848,0,0,1
00:00:11:865,0,0,1
00:00:11:881,0,0,1
00:00:11:898,0,0,1
00:00:11:915,0,0,1
00:00:11:932,0,0,1
00:00:11:949,0,0,1
00:00:11:966,0,0,1
00:00:11:983,0,0,1
00:00:12:000,0,0,1
00:00:12:017,0,0,1
00:00:12:034,0,0,1
00:00:12:051,0,0,1
00:00:12:068,0,0,1
00:00:12:085,0,0,1
00:00:12:102,0,0,1
00:00:12:119,0,0,1
00:00:12:136,0,0,1
00:00:12:153,0,0,1
00:00:12:170,0,0,1
00:00:12:187,0,0,1
00:00:12:204,0,0,1
00:00:12:220,0,0,1
00:00:12:237,0,0,1
00:00:12:254,0,0,1
00:00:12:271,0,0,1
00:00:12:288,0,0,1
00:00:12:305,0,0,1
00:00:12:322,0,0,1
00:00:12:339,0,0,1
00:00:12:356,0,0,1
00:00:12:373,0,0,1
00:00:12:390,0,0,1
00:00:12:407,0,0,1
00:00:12:424,0,0,1
00:00:12:441,0,0,1
00:00:12:458,0,0,1
00:00:12:475,0,0,1
00:00:12:492,0,0,1
00:00:12:509,0,0,1
00:00:12:526,0,0,1
00:00:12:543,0,0,1
00:00:12:559,0,0,1
00:00:12:576,0,0,1
00:00:12:593,0,0,1
00:00:12:610,0,0,1
00:00:12:627,0,0,1
00:00:12:644,0,0,1
00:00:12:661,0,0,1
00:00:12:678,0,0,1
00:00:12:695,0,0,1
00:00:12:712,0,0,1
00:00:12:729,0,0,1
00:00:12:746,0,0,1
00:00:12:763,0,0,1
00:00:12:780,0,0,1
00:00:12:797,0,0,1
00:00:12:814,0,0,1
00:00:12:831,0,0,1
00:00:12:848,0,0,1
00:00:12:865,0,0,1
00:00:12:882,0,0,1
00:00:12:898,0,0,1
00:00:12:915,0,0,1
00:00:12:932,0,0,1
00:00:12:949,0,0,1
00:00:12:966,0,0,1
00:00:12:983,0,0,1
00:00:13:000,0,0,1
00:00:13:017,0,0,1
00:00:13:034,0,0,1
00:00:13:051,0,0,1
00:00:13:068,0,0,1
00:00:13:085,0,0,1
00:00:13:102,0,0,1
00:00:13:119,0,0,1
00:00:13:136,0,0,1
00:00:13:153,0,0,1
00:00:13:170,0,0,1
00:00:13:187,0,0,1
00:00:13:204,0,0,1
00:00:13:221,0,0,1
00:00:13:237,0,0,1
00:00:13:254,0,0,1
00:00:13:271,0,0,1
00:00:13:288,0,0,1
00:00:13:305,0,0,1
00:00:13:322,0,0,1
00:00:13:339,0,0,1
00:00:13:356,0,0,1
00:00:13:373,0,0,1
00:00:13:390,0,0,1
00:00:13:407,0,0,1
00:00:13:424,0,0,1
00:00:13:441,0,0,1
00:00:13:458,0,0,1
00:00:13:475,0,0,1
00:00:13:492,0,0,1
00:00:13:509,0,0,1
00:00:13:526,0,0,1
00:00:13:543,0,0,1
00:00:13:560,0,0,1
00:00:13:576,0,0,1
00:00:13:593,0,0,1
00:00:13:610,0,0,1
00:00:13:627,0,0,1
00:00:13:644,0,0,1
00:00:13:661,0,0,1
00:00:13:678,0,0,1
00:00:13:695,0,0,1
00:00:13:712,0,0,1
00:00:13:729,0,0,1
00:00:13:746,0,0,1
00:00:13:763,0,0,1
00:00:13:780,0,0,1
00:00:13:797,0,0,1
00:00:13:814,0,0,1
00:00:13:831,0,0,1
00:00:13:848,0,0,1
00:00:13:865,0,0,1
00:00:13:882,0,0,1
00:00:13:899,0,0,1
00:00:13:915,0,0,1
00:00:13:932,0,0,1
00:00:13:949,0,0,1
00:00:13:966,0,0,1
00:00:13:983,0,0,1
00:00:14:000,0,0,1
00:00:14:017,0,0,1
00:00:14:034,0,0,1
00:00:14:051,0,0,1
00:00:14:068,0,0,1
00:00:14:085,0,0,1
00:00:14:102,0,0,1
00:00:14:119,0,0,1
00:00:14:136,0,0,1
00:00:14:153,0,0,1
00:00:14:170,0,0,1
00:00:14:187,0,0,1
00:00:14:204,0,0,1
00:00:14:221,0,0,1
00:00:14:238,0,0,1
00:00:14:254,0,0,1
00:00:14:271,0,0,1
00:00:14:288,0,0,1
00:00:14:305,0,0,1
00:00:14:322,0,0,1
00:00:14:339,0,0,1
00:00:14:356,0,0,1
00:00:14:373,0,0,1
00:00:14:390,0,0,1
00:00:14:407,0,0,1
00:00:14:424,0,0,1
00:00:14:441,0,0,1
00:00:14:458,0,0,1
00:00:14:475,0,0,1
00:00:14:492,0,0,1
00:00:14:509,0,0,1
00:00:14:526,0,0,1
00:00:14:543,0,0,1
00:00:14:560,0,0,1
00:00:14:577,0,0,1
00:00:14:593,0,0,1
00:00:14:610,0,0,1
00:00:14:627,0,0,1
00:00:14:644,0,0,1
00:00:14:661,0,0,1
00:00:14:678,0,0,1
00:00:14:695,0,0,1
00:00:14:712,0,0,1
00:00:14:729,0,0,1
00:00:14:746,0,0,1
00:00:14:763,0,0,1
00:00:14:780,0,0,1
00:00:14:797,0,0,1
00:00:14:814,0,0,1
00:00:14:831,0,0,1
00:00:14:848,0,0,1
00:00:14:865,0,0,1
00:00:14:882,0,0,1
00:00:14:899,0,0,1
00:00:14:916,0,0,1
00:00:14:932,0,0,1
00:00:14:949,0,0,1
00:00:14:966,0,0,1
00:00:14:983,0,0,1
00:00:15:000,0,0,1
00:00:15:017,0,0,1
00:00:15:034,0,0,1
00:00:15:051,0,0,1
00:00:15:068,0,0,1
00:00:15:085,0,0,1
00:00:15:102,0,0,1
00:00:15:119,0,0,1
00:00:15:136,0,0,1
00:00:15:153,0,0,1
00:00:15:170,0,0,1
00:00:15:187,0,0,1
00:00:15:204,0,0,1
00:00:15:221,0,0,1
00:00:15:238,0,0,1
00:00:15:255,0,0,1
00:00:15:271,0,0,1
00:00:15:288,0,0,1
00:00:15:305,0,0,1
00:00:15:322,0,0,1
00:00:15:339,0,0,1
00:00:15:356,0,0,1
00:00:15:373,0,0,1
00:00:15:390,0,0,1
00:00:15:407,0,0,1
00:00:15:424,0,0,1
00:00:15:441,0,0,1
00:00:15:458,0,0,1
00:00:15:475,0,0,1
00:00:15:492,0,0,1
00:00:15:509,0,0,1
00:00:15:526,0,0,1
00:00:15:543,0,0,1
00:00:15:560,0,0,1
00:00:15:577,0,0,1
00:00:15:594,0,0,1
00:00:15:610,0,0,1
00:00:15:627,0,0,1
00:00:15:644,0,0,1
00:00:15:661,0,0,1
00:00:15:678,0,0,1
00:00:15:695,0,0,1
00:00:15:712,0,0,1
00:00:15:729,0,0,1
00:00:15:746,0,0,1
00:00:15:763,0,0,1
00:00:15:780,0,0,1
00:00:15:797,0,0,1
00:00:15:814,0,0,1
00:00:15:831,0,0,1
00:00:15:848,0,0,1
00:00:15:865,0,0,1
00:00:15:882,0,0,1
00:00:15:899,0,0,1
00:00:15:916,0,0,1
00:00:15:933,0,0,1
00:00:15:949,0,0,1
00:00:15:966,0,0,1
00:00:15:983,0,0,1
00:00:16:000,0,0,1
00:00:16:017,0,0,1
00:00:16:034,0,0,1
00:00:16:051,0,0,1
00:00:16:068,0,0,1
00:00:16:085,0,0,1
00:00:16:102,0,0,1
00:00:16:119,0,0,1
00:00:16:136,0,0,1
00:00:16:153,0,0,1
00:00:16:170,0,0,1
00:00:16:187,0,0,1
00:00:16:204,0,0,1
00:00:16:221,0,0,1
00:00:16:238,0,0,1
00:00:16:255,0,0,1
00:00:16:272,0,0,1
00:00:16:288,0,0,1
00:00:16:305,0,0,1
00:00:16:322,0,0,1
00:00:16:339,0,0,1
00:00:16:356,0,0,1
00:00:16:373,0,0,1
00:00:16:390,0,0,1
00:00:16:407,0,0,1
00:00:16:424,0,0,1
00:00:16:441,0,0,1
00:00:16:458,0,0,1
00:00:16:475,0,0,1
00:00:16:492,0,0,1
00:00:16:509,0,0,1
00:00:16:526,0,0,1
00:00:16:543,0,0,1
00:00:16:560,0,0,1
00:00:16:577,0,0,1
00:00:16:594,0,0,1
00:00:16:611,0,0,1
00:00:16:627,0,0,1
00:00:16:644,0,0,1
00:00:16:661,0,0,1
00:00:16:678,0,0,1
00:00:16:695,0,0,1
00:00:16:712,0,0,1
00:00:16:729,0,0,1
00:00:16:746,0,0,1
00:00:16:763,0,0,1
00:00:16:780,0,0,1
00:00:16:797,0,0,1
00:00:16:814,0,0,1
00:00:16:831,0,0,1
00:00:16:848,0,0,1
00:00:16:865,0,0,1
00:00:16:882,0,0,1
